"","caseid","V1","V2","V3","V4","V5","V6","V7"
"531","20160112150951","70","02","No answer","02","600","0","30"
"532","20160112150953","72","02","No answer","01","600","0","691"
"533","20160112150956","23","01","Part time","01","510","0","115"
"534","20160112150957","70","02","No answer","01","525","0","405"
"535","20160112150960","64","02","No answer","01","420","0","350"
"536","20160112150961","43","01","Full time","01","495","0","60"
"537","20160112150969","68","02","No answer","01","539","0","440"
"538","20160112150972","16","02","No answer","01","630","190","75"
"539","20160112150974","65","02","Full time","01","510","0","665"
"540","20160112150975","27","02","Full time","01","600","0","70"
"541","20160112150979","69","02","No answer","02","510","0","420"
"542","20160112150980","46","02","Full time","01","540","0","75"
"543","20160112150981","48","02","Full time","02","510","0","52"
"544","20160112150982","85","02","No answer","01","595","0","325"
"545","20160112150987","67","01","No answer","01","670","0","405"
"546","20160112150989","20","02","Part time","01","401","40","120"
"547","20160112150991","44","01","Part time","01","920","0","300"
"548","20160112150992","67","01","No answer","01","510","0","350"
"549","20160112150994","51","01","Full time","01","400","0","180"
"550","20160112150995","58","02","Part time","01","502","0","420"
"551","20160112151005","60","02","No answer","01","427","0","428"
"552","20160112151010","69","01","No answer","01","540","0","309"
"553","20160112151011","48","01","No answer","01","600","0","570"
"554","20160112151015","33","02","Full time","01","720","0","550"
"555","20160112151017","79","02","No answer","02","370","0","420"
"556","20160112151020","45","01","Full time","01","380","0","212"
"557","20160112151025","70","02","No answer","01","580","0","500"
"558","20160112151026","45","02","Part time","01","700","0","680"
"559","20160112151027","23","01","Full time","01","600","0","170"
"560","20160112151031","32","02","Full time","01","480","0","160"
"561","20160112151032","53","01","Full time","01","360","0","120"
"562","20160112151033","39","01","Full time","02","480","0","40"
"563","20160112151036","80","02","Full time","01","445","0","340"
"564","20160112151039","36","01","Full time","01","415","0","70"
"565","20160112151045","80","02","No answer","02","540","0","560"
"566","20160112151047","80","02","No answer","02","690","0","677"
"567","20160112151049","49","02","Part time","01","500","0","210"
"568","20160112151051","50","01","Full time","01","355","0","210"
"569","20160112151058","50","01","Full time","01","435","0","45"
"570","20160112151059","26","02","Full time","01","540","0","135"
"571","20160112151069","48","02","Part time","01","405","0","180"
"572","20160112151070","52","02","Part time","01","720","0","630"
"573","20160112151072","57","01","No answer","02","895","0","140"
"574","20160112151078","65","02","No answer","01","560","0","331"
"575","20160112151081","35","02","Part time","01","700","0","440"
"576","20160112151087","16","02","Part time","01","505","0","570"
"577","20160112151088","56","01","Full time","01","390","0","190"
"578","20160112151091","19","01","No answer","01","630","0","710"
"579","20160112151096","17","01","No answer","01","677","0","690"
"580","20160112151097","69","02","No answer","01","495","0","838"
"581","20160112151099","64","02","Part time","01","510","0","435"
"582","20160112151108","60","02","Full time","01","480","0","510"
"583","20160112151110","33","02","Full time","01","360","0","60"
"584","20160112151113","57","01","No answer","01","540","0","645"
"585","20160112151117","67","02","No answer","01","495","0","375"
"586","20160112151119","80","02","No answer","02","510","0","415"
"587","20160112151121","37","02","Full time","01","420","0","140"
"588","20160112151123","35","02","Part time","01","480","0","240"
"589","20160112151124","32","01","Full time","01","420","0","487"
"590","20160112151125","27","02","Full time","01","475","0","60"
"591","20160112151126","50","01","Full time","01","540","0","235"
"592","20160112151128","41","01","Full time","01","375","0","75"
"593","20160112151133","67","02","Full time","01","602","0","186"
"594","20160112151135","61","02","No answer","01","459","0","412"
"595","20160112151136","80","01","Part time","01","420","0","374"
"596","20160112151137","49","02","Full time","01","630","0","250"
"597","20160112151139","55","02","Full time","01","565","0","380"
"598","20160112151140","62","02","Part time","02","720","0","710"
"599","20160112151141","37","01","Full time","01","420","0","0"
"600","20160112151148","25","02","Part time","01","965","0","180"
"601","20160112151150","59","02","Full time","01","660","0","685"
"602","20160112151164","34","01","Full time","01","450","0","270"
"603","20160112151169","32","02","Full time","01","655","0","20"
"604","20160112151172","65","02","No answer","02","600","0","609"
"605","20160112151174","26","01","Full time","02","648","0","148"
"606","20160112151175","20","02","Part time","01","420","0","470"
"607","20160112151183","47","01","Full time","01","480","0","100"
"608","20160112151184","45","01","Full time","01","535","0","240"
"609","20160112151186","58","02","No answer","01","515","0","92"
"610","20160112151188","33","02","Full time","01","450","0","380"
"611","20160112151191","55","02","Full time","01","644","0","340"
"612","20160112151197","72","02","No answer","01","510","0","285"
"613","20160112151201","34","02","No answer","01","580","0","355"
"614","20160112151202","52","01","Full time","01","390","0","510"
"615","20160112151207","59","02","No answer","01","539","0","645"
"616","20160112151208","75","01","No answer","02","540","0","449"
"617","20160112151211","67","01","No answer","01","375","0","719"
"618","20160112151213","21","02","Part time","01","665","0","65"
"619","20160112151215","32","01","Full time","01","620","0","85"
"620","20160112151217","56","01","No answer","02","599","0","600"
"621","20160112151219","29","01","Full time","01","480","0","60"
"622","20160112151222","79","02","No answer","01","390","0","270"
"623","20160112151225","27","02","Full time","01","580","0","230"
"624","20160112151226","40","02","Full time","01","537","210","120"
"625","20160112151229","85","02","No answer","02","279","0","1040"
"626","20160112151231","85","01","No answer","02","745","0","505"
"627","20160112151232","24","01","Full time","01","510","0","620"
"628","20160112151233","56","01","No answer","02","600","0","778"
"629","20160112151240","24","01","No answer","01","525","0","845"
"630","20160112151241","23","02","Part time","01","718","0","660"
"631","20160112151248","58","01","Full time","01","300","0","120"
"632","20160112151251","17","02","Part time","01","680","0","180"
"633","20160112151252","39","02","No answer","01","405","0","370"
"634","20160112151253","24","02","No answer","01","565","0","685"
"635","20160112151256","71","02","No answer","01","540","0","400"
"636","20160112151257","25","01","Full time","01","450","0","165"
"637","20160112151258","56","02","Full time","01","470","150","120"
"638","20160112151259","36","01","Full time","01","610","0","345"
"639","20160112151263","67","01","No answer","02","505","0","325"
"640","20160112151265","35","02","Full time","01","510","0","180"
"641","20160112151266","28","02","No answer","01","600","0","230"
"642","20160112151267","62","02","Part time","01","510","0","190"
"643","20160112151269","59","02","Full time","01","540","0","265"
"644","20160112151271","34","02","No answer","01","449","0","225"
"645","20160112151272","80","02","No answer","01","615","0","345"
"646","20160112151273","34","02","No answer","01","640","0","40"
"647","20160112151274","85","02","No answer","02","420","0","860"
"648","20160112151279","71","01","No answer","01","510","0","349"
"649","20160112151282","29","01","No answer","01","705","0","120"
"650","20160112151283","80","02","No answer","01","640","0","470"
"651","20160112151285","26","02","Full time","01","700","0","520"
"652","20160112151287","26","01","Full time","01","420","0","205"
"653","20160112151289","64","01","No answer","01","450","0","210"
"654","20160112151292","49","01","Full time","01","590","0","120"
"655","20160112151299","52","01","Full time","01","300","0","0"
"656","20160112151305","58","01","No answer","02","360","0","883"
"657","20160112151309","48","02","Full time","01","479","0","137"
"658","20160112151316","48","02","Full time","01","581","0","345"
"659","20160112151322","46","02","Full time","01","600","0","525"
"660","20160112151325","77","01","No answer","01","630","0","630"
"661","20160112151329","18","02","Part time","01","420","312","295"
"662","20160112151334","40","02","Part time","01","465","0","110"
"663","20160112151335","54","02","Part time","01","540","0","30"
"664","20160112151340","44","02","Full time","01","440","0","341"
"665","20160112151341","44","01","Full time","01","720","0","328"
"666","20160112151346","49","02","Full time","01","495","0","200"
"667","20160112151351","18","02","Part time","01","630","0","369"
"668","20160112151352","23","02","Full time","01","690","0","179"
"669","20160112151353","31","02","Full time","01","565","0","480"
"670","20160112151355","36","02","No answer","01","510","0","95"
"671","20160112151356","60","01","Full time","01","105","0","340"
"672","20160112151362","36","01","Full time","01","465","0","30"
"673","20160112151363","50","02","Full time","01","510","0","45"
"674","20160112151368","26","01","Full time","01","600","0","420"
"675","20160112151373","42","02","Full time","01","450","0","85"
"676","20160112151377","39","02","Full time","01","405","0","60"
"677","20160112151379","35","01","Full time","01","510","0","45"
"678","20160112151380","61","02","Part time","01","535","0","273"
"679","20160112151384","24","02","Full time","01","600","0","85"
"680","20160112151385","60","01","No answer","01","660","0","740"
"681","20160112151388","57","02","Full time","02","540","0","165"
"682","20160112151390","51","01","Part time","01","720","0","540"
"683","20160112151391","74","01","No answer","02","540","0","855"
"684","20160112151393","76","02","No answer","01","540","0","570"
"685","20160112151395","51","01","Full time","01","420","0","330"
