"","caseid","V1","V2","V3","V4","V5","V6","V7"
"5746","20160706160993","29","02","No answer","01","550","0","120"
"5747","20160706160994","23","01","Full time","01","690","0","65"
"5748","20160706160995","40","01","Full time","01","375","0","200"
"5749","20160706161008","26","02","Full time","01","630","0","80"
"5750","20160706161009","44","02","No answer","01","635","0","215"
"5751","20160706161011","38","02","Full time","01","558","0","5"
"5752","20160706161013","25","01","Full time","01","268","118","178"
"5753","20160706161014","46","02","Part time","01","545","0","360"
"5754","20160706161018","54","01","Full time","01","510","0","464"
"5755","20160706161022","55","02","No answer","02","480","0","570"
"5756","20160706161026","28","02","Part time","01","540","0","683"
"5757","20160706161033","50","02","Full time","01","450","0","431"
"5758","20160706161036","28","02","Full time","01","475","0","0"
"5759","20160706161037","44","02","No answer","01","405","0","410"
"5760","20160706161038","39","01","Full time","01","515","0","150"
"5761","20160706161039","32","02","No answer","01","420","0","290"
"5762","20160706161044","65","01","No answer","01","621","0","670"
"5763","20160706161051","36","02","No answer","01","480","0","220"
"5764","20160706161054","77","01","Part time","01","405","0","431"
"5765","20160706161056","50","02","No answer","02","622","0","155"
"5766","20160706161057","80","02","No answer","02","210","0","1195"
"5767","20160706161058","41","01","Full time","01","320","0","125"
"5768","20160706161059","62","01","Full time","01","375","0","150"
"5769","20160706161075","76","02","No answer","01","500","0","215"
"5770","20160706161076","75","02","No answer","01","510","0","510"
"5771","20160706161078","45","01","Full time","01","720","0","330"
"5772","20160706161079","54","02","Full time","01","490","0","195"
"5773","20160706161080","71","02","No answer","01","295","0","475"
"5774","20160706161089","35","02","Full time","01","452","0","135"
"5775","20160706161090","21","02","No answer","01","630","0","269"
"5776","20160706161092","57","01","Full time","01","405","0","0"
"5777","20160706161102","75","02","No answer","01","690","0","540"
"5778","20160706161103","27","01","No answer","01","480","0","920"
"5779","20160706161109","67","02","No answer","01","420","0","455"
"5780","20160706161115","76","01","No answer","01","449","0","440"
"5781","20160706161118","64","02","No answer","01","510","0","120"
"5782","20160706161119","70","01","No answer","01","555","0","480"
"5783","20160706161121","67","02","No answer","01","480","0","595"
"5784","20160706161124","39","02","Full time","01","482","0","671"
"5785","20160706161131","50","01","Full time","01","380","0","15"
"5786","20160706161133","64","02","No answer","01","350","0","415"
"5787","20160706161134","51","02","Full time","01","390","0","227"
"5788","20160706161143","67","02","No answer","02","595","0","315"
"5789","20160706161144","85","01","No answer","01","1288","0","120"
"5790","20160706161146","48","01","Full time","01","540","0","627"
"5791","20160706161155","74","02","No answer","01","480","0","460"
"5792","20160706161157","26","01","Part time","01","330","0","340"
"5793","20160706161159","80","02","No answer","01","75","0","715"
"5794","20160706161160","85","02","No answer","02","445","0","160"
"5795","20160706161164","40","01","Full time","01","299","0","510"
"5796","20160706161165","34","01","Full time","01","480","0","390"
"5797","20160706161167","27","01","No answer","01","524","0","355"
"5798","20160706161171","65","02","No answer","01","1155","0","105"
"5799","20160706161172","18","01","No answer","02","630","0","783"
"5800","20160706161177","45","01","No answer","01","525","0","300"
"5801","20160706161179","23","01","Full time","01","450","0","300"
"5802","20160706161181","32","01","Full time","01","540","60","145"
"5803","20160706161183","69","01","No answer","01","510","0","480"
"5804","20160706161185","61","01","No answer","01","540","0","810"
"5805","20160706161190","28","02","Full time","01","620","0","330"
"5806","20160706161192","45","02","Full time","01","470","0","107"
"5807","20160706161193","67","02","Part time","01","612","0","180"
"5808","20160706161200","45","02","Full time","01","435","0","275"
"5809","20160706161201","46","01","Full time","01","570","0","155"
"5810","20160706161202","50","01","No answer","02","747","0","365"
"5811","20160706161209","55","02","Part time","01","330","0","400"
"5812","20160706161220","42","01","Full time","01","352","0","0"
"5813","20160706161222","61","01","Full time","01","330","0","150"
"5814","20160706161224","21","01","No answer","02","600","0","805"
"5815","20160706161228","36","02","No answer","01","565","0","185"
"5816","20160706161233","32","02","Full time","01","615","0","150"
"5817","20160706161235","39","02","Part time","01","485","0","230"
"5818","20160706161237","32","02","Full time","01","510","0","205"
"5819","20160706161244","53","01","Full time","01","360","0","607"
"5820","20160706161256","80","02","No answer","01","330","0","613"
"5821","20160706161266","40","02","No answer","01","540","0","120"
"5822","20160706161267","40","01","Full time","01","535","0","210"
"5823","20160706161276","41","02","No answer","01","495","0","90"
"5824","20160706161279","72","02","No answer","01","510","0","390"
"5825","20160706161280","44","01","Full time","01","490","0","430"
"5826","20160706161282","72","02","No answer","01","420","0","480"
"5827","20160706161283","74","02","No answer","01","497","0","400"
"5828","20160706161285","73","01","No answer","01","465","0","155"
"5829","20160706161288","56","01","No answer","02","420","0","870"
"5830","20160706161289","33","02","Full time","01","550","0","150"
"5831","20160706161290","49","02","Part time","01","480","0","239"
"5832","20160706161292","78","02","No answer","01","480","0","270"
"5833","20160706161293","25","01","No answer","01","388","0","408"
"5834","20160706161294","36","01","Full time","01","450","0","30"
"5835","20160706161317","36","02","Full time","01","585","0","173"
"5836","20160706161318","25","01","Full time","01","510","0","20"
"5837","20160706161321","17","01","Part time","01","660","0","350"
"5838","20160706161325","25","02","No answer","01","840","0","60"
"5839","20160706161330","36","01","Part time","01","580","0","225"
"5840","20160706161331","27","01","Full time","01","570","0","484"
"5841","20160706161337","37","01","Full time","01","360","0","0"
"5842","20160706161342","65","02","No answer","02","510","0","30"
"5843","20160706161345","43","02","Part time","01","511","0","165"
"5844","20160706161347","73","02","No answer","01","490","0","95"
"5845","20160706161349","69","01","No answer","01","525","0","779"
"5846","20160706161350","38","02","No answer","01","700","0","180"
"5847","20160706161351","34","02","Part time","01","420","0","325"
"5848","20160706161353","45","02","Part time","01","420","0","277"
"5849","20160706161362","41","01","Full time","01","419","0","0"
"5850","20160706161363","65","01","Full time","01","700","0","395"
"5851","20160706161366","35","01","Full time","01","510","0","100"
"5852","20160706161370","52","01","Full time","01","450","0","155"
"5853","20160706161376","66","01","No answer","01","660","0","540"
"5854","20160706161377","29","02","No answer","01","627","0","505"
"5855","20160706161379","44","02","Part time","01","450","0","495"
"5856","20160706161389","34","01","Full time","01","590","0","420"
"5857","20160706161393","85","01","No answer","02","540","0","475"
"5858","20160706161394","29","02","Full time","01","619","0","140"
"5859","20160706161395","57","02","Full time","01","755","0","180"
"5860","20160706161396","72","01","No answer","02","505","0","645"
"5861","20160706161400","61","02","Full time","01","660","0","253"
"5862","20160706161406","62","02","No answer","01","450","0","680"
"5863","20160706161409","41","02","No answer","01","510","0","30"
"5864","20160706161413","75","01","No answer","01","580","0","455"
"5865","20160706161414","39","01","Full time","01","640","0","640"
"5866","20160706161417","46","01","Full time","01","1190","0","125"
"5867","20160706161419","36","02","No answer","01","710","0","272"
"5868","20160706161422","36","01","Full time","01","510","0","398"
"5869","20160706161427","55","01","Full time","01","300","0","0"
"5870","20160706161428","47","02","Part time","01","565","0","60"
"5871","20160706161431","35","02","No answer","01","485","0","290"
"5872","20160706161434","33","02","Full time","01","420","0","236"
"5873","20160706161438","85","01","No answer","02","390","0","405"
"5874","20160706161443","53","02","No answer","01","500","0","140"
"5875","20160706161446","34","01","Full time","01","555","0","465"
"5876","20160706161449","27","02","Full time","01","896","0","480"
"5877","20160706161452","54","01","No answer","01","600","0","465"
"5878","20160706161455","47","02","Full time","01","615","0","405"
"5879","20160706161457","57","01","Full time","01","450","0","182"
"5880","20160706161461","50","02","No answer","01","465","0","505"
"5881","20160706161468","48","01","Full time","01","495","0","60"
"5882","20160706161473","57","02","Full time","01","480","0","380"
"5883","20160706161474","44","01","Full time","01","510","0","0"
"5884","20160706161481","50","02","Part time","02","600","0","709"
"5885","20160706161486","63","02","No answer","01","390","0","555"
"5886","20160706161488","55","02","Part time","01","440","0","230"
"5887","20160706161489","62","02","No answer","01","570","0","315"
"5888","20160706161496","43","01","Full time","01","575","0","240"
"5889","20160706161498","52","01","Full time","01","420","0","158"
"5890","20160706161501","48","02","Part time","01","372","0","215"
"5891","20160706161523","40","02","No answer","01","540","0","445"
"5892","20160706161524","21","01","Full time","01","450","0","180"
"5893","20160706161525","55","02","Part time","01","540","0","190"
"5894","20160706161528","51","01","Full time","01","481","0","145"
"5895","20160706161533","50","02","No answer","02","1100","0","30"
"5896","20160706161535","74","02","No answer","01","650","0","480"
"5897","20160706161537","32","02","Full time","01","860","0","370"
"5898","20160706161541","42","02","Full time","01","435","0","0"
"5899","20160706161545","78","01","No answer","01","553","0","572"
"5900","20160706161547","25","01","Full time","01","690","180","120"
"5901","20160706161551","40","02","Full time","01","735","0","200"
"5902","20160706161554","69","01","No answer","01","600","0","405"
"5903","20160706161555","46","02","No answer","01","540","0","730"
"5904","20160706161558","65","02","No answer","01","660","0","670"
"5905","20160706161559","40","01","Full time","01","595","0","45"
"5906","20160706161561","66","01","No answer","02","525","0","387"
"5907","20160706161562","15","01","No answer","01","913","0","385"
"5908","20160706161563","47","02","Part time","01","495","0","560"
"5909","20160706161565","65","02","No answer","01","630","0","420"
"5910","20160706161569","57","01","Full time","01","635","0","140"
"5911","20160706161570","78","01","No answer","01","570","0","575"
"5912","20160706161575","34","02","Part time","01","715","0","348"
"5913","20160706161583","63","01","No answer","01","465","0","428"
"5914","20160706161586","69","02","No answer","01","553","0","523"
"5915","20160706161588","70","01","No answer","02","600","0","800"
"5916","20160706161592","63","01","No answer","01","600","0","240"
"5917","20160706161593","46","01","Full time","01","560","0","0"
"5918","20160706161594","38","01","Full time","01","245","0","0"
"5919","20160706161595","24","02","Full time","01","510","0","124"
"5920","20160706161597","37","02","Full time","01","960","0","390"
"5921","20160706161598","23","02","Full time","01","510","0","50"
"5922","20160706161599","54","01","Full time","01","690","0","60"
"5923","20160706161621","71","02","No answer","02","420","0","465"
"5924","20160706161630","74","01","No answer","01","465","0","800"
"5925","20160706161631","65","02","Full time","01","503","0","60"
"5926","20160706161634","36","02","No answer","01","668","0","365"
"5927","20160706161635","63","01","No answer","01","505","0","343"
"5928","20160706161639","63","02","No answer","01","570","0","125"
"5929","20160706161640","69","01","Full time","01","445","0","396"
"5930","20160706161643","39","01","Full time","01","579","0","15"
"5931","20160706161645","25","01","Full time","01","690","0","173"
"5932","20160706161648","66","01","Full time","01","432","0","300"
"5933","20160706161653","73","02","No answer","02","468","0","870"
"5934","20160706161656","39","02","Full time","01","455","0","330"
"5935","20160706161659","73","02","No answer","02","463","0","522"
"5936","20160706161661","58","01","No answer","01","450","0","780"
"5937","20160706161671","38","02","Part time","01","645","0","545"
"5938","20160706161680","34","01","Full time","01","390","0","270"
"5939","20160706161681","41","01","Full time","01","600","0","270"
"5940","20160706161682","34","01","No answer","01","720","0","713"
"5941","20160706161683","74","02","No answer","01","480","0","321"
"5942","20160706161687","72","02","No answer","01","510","0","350"
"5943","20160706161691","41","02","Part time","01","420","0","100"
"5944","20160706161701","30","01","Full time","01","660","0","260"
"5945","20160706161709","69","01","No answer","02","510","0","540"
"5946","20160706161723","68","02","Full time","01","465","0","115"
"5947","20160706161725","30","01","Part time","01","880","0","250"
"5948","20160706161726","57","01","Full time","01","705","0","355"
"5949","20160706161730","53","02","Full time","01","470","0","192"
"5950","20160706161742","80","02","No answer","01","540","0","780"
"5951","20160706161743","28","02","Part time","01","680","0","90"
"5952","20160706161745","64","02","Full time","01","690","0","640"
"5953","20160706161755","37","01","Full time","01","390","0","120"
"5954","20160706161756","32","01","Full time","01","420","0","280"
"5955","20160706161760","80","01","No answer","01","810","0","440"
"5956","20160706161763","44","02","Full time","01","535","0","300"
"5957","20160706161765","36","02","Part time","01","540","0","190"
"5958","20160706161767","80","02","No answer","01","540","0","809"
"5959","20160706161769","50","02","Full time","01","530","0","300"
"5960","20160706161785","80","02","No answer","01","710","0","330"
"5961","20160706161786","19","02","Full time","01","360","0","841"
"5962","20160706161787","66","01","Full time","01","1050","0","120"
"5963","20160706161793","31","02","Part time","01","780","0","0"
"5964","20160706161794","37","02","Part time","01","680","0","252"
"5965","20160706161798","69","02","No answer","02","505","0","410"
"5966","20160706161800","80","02","No answer","02","555","0","291"
"5967","20160706161802","58","02","No answer","01","450","0","555"
"5968","20160706161805","58","01","Full time","01","600","0","90"
"5969","20160706161809","46","01","Full time","01","525","0","170"
"5970","20160706161811","77","01","No answer","01","525","0","410"
"5971","20160706161812","61","01","Full time","01","375","0","305"
"5972","20160706161818","62","02","Full time","01","480","0","180"
"5973","20160706161825","68","02","No answer","01","680","0","646"
"5974","20160706161827","73","02","Part time","01","460","0","190"
"5975","20160706161829","22","01","No answer","01","555","70","437"
"5976","20160706161831","22","02","No answer","01","601","0","200"
"5977","20160706161833","24","02","Part time","01","420","0","0"
"5978","20160706161839","57","02","No answer","01","810","0","150"
"5979","20160706161840","32","01","Full time","01","315","0","110"
"5980","20160706161841","36","02","Full time","01","360","0","120"
"5981","20160706161844","43","02","Full time","01","405","0","45"
"5982","20160706161847","27","02","No answer","01","720","0","459"
"5983","20160706161849","73","02","No answer","01","540","0","426"
"5984","20160706161853","42","01","Full time","01","755","0","365"
"5985","20160706161855","48","02","Full time","01","480","0","130"
"5986","20160706161856","29","01","Full time","01","650","0","340"
"5987","20160706161858","67","02","No answer","01","537","0","210"
"5988","20160706161859","47","01","Full time","01","380","0","165"
"5989","20160706161870","41","01","Full time","01","480","0","180"
"5990","20160706161871","63","01","Full time","01","790","0","0"
"5991","20160706161901","33","02","Full time","01","420","0","550"
"5992","20160706161905","58","01","Full time","01","360","0","400"
"5993","20160706161908","29","01","Full time","01","565","0","180"
"5994","20160706161911","65","02","Part time","01","240","0","100"
"5995","20160706161916","16","02","No answer","01","660","0","450"
"5996","20160706161917","62","01","No answer","02","385","0","684"
"5997","20160706161921","55","02","Full time","01","490","0","45"
"5998","20160706161922","60","02","Full time","01","805","0","180"
"5999","20160706161924","41","01","Full time","01","420","0","75"
"6000","20160706161940","67","02","Part time","01","585","0","60"
"6001","20160706161941","47","02","No answer","01","450","0","205"
"6002","20160706161942","80","02","No answer","02","605","0","319"
"6003","20160706161945","43","01","Full time","01","510","0","170"
"6004","20160706161946","68","02","Part time","01","435","0","112"
"6005","20160706161949","47","02","Full time","01","412","0","330"
"6006","20160706161953","17","02","No answer","01","90","0","0"
"6007","20160706161954","39","01","Full time","01","570","0","80"
"6008","20160706161958","42","01","Full time","01","420","0","150"
"6009","20160706161959","67","01","No answer","01","480","0","304"
"6010","20160706161961","26","02","No answer","01","690","0","375"
"6011","20160706161972","51","02","Full time","01","362","0","280"
"6012","20160706161980","60","02","Full time","01","675","0","143"
"6013","20160706161982","27","01","Full time","01","480","0","230"
"6014","20160706161984","25","01","Full time","02","450","0","240"
"6015","20160706161992","18","01","No answer","01","523","0","656"
"6016","20160706161993","29","01","Full time","01","365","0","20"
"6017","20160706161996","64","02","No answer","01","450","0","545"
"6018","20160706161999","78","02","No answer","01","450","0","400"
"6019","20160706162003","55","02","No answer","01","470","0","60"
"6020","20160706162007","59","02","Full time","01","440","0","340"
"6021","20160706162009","20","02","Part time","01","745","0","180"
"6022","20160706162012","43","02","Full time","01","614","0","120"
"6023","20160706162014","80","02","No answer","01","590","0","420"
"6024","20160706162020","46","01","Full time","01","480","0","20"
"6025","20160706162023","63","01","No answer","01","590","0","270"
"6026","20160706162028","53","02","Part time","01","530","0","274"
"6027","20160706162029","43","02","No answer","01","680","0","60"
"6028","20160706162030","52","02","Full time","01","500","0","185"
"6029","20160706162032","76","01","No answer","01","480","0","606"
"6030","20160706162035","40","02","Part time","01","660","0","528"
"6031","20160706162038","36","01","Full time","01","450","0","92"
"6032","20160706162042","79","02","No answer","01","450","0","845"
"6033","20160706162044","35","02","Part time","01","450","0","55"
"6034","20160706162045","36","02","Full time","01","760","0","120"
"6035","20160706162047","85","01","No answer","01","630","0","220"
"6036","20160706162050","26","01","Full time","01","560","0","150"
"6037","20160706162052","44","01","No answer","02","462","0","500"
"6038","20160706162055","41","01","Full time","01","695","0","457"
"6039","20160706162056","71","02","Part time","02","525","0","690"
"6040","20160706162058","47","02","Full time","01","535","0","0"
"6041","20160706162061","31","02","Full time","01","330","0","150"
"6042","20160706162066","33","02","Full time","01","705","0","235"
"6043","20160706162073","36","01","Full time","01","540","0","0"
"6044","20160706162076","45","01","Full time","01","380","0","280"
"6045","20160706162077","18","01","No answer","01","790","0","215"
"6046","20160706162083","30","01","Full time","01","495","0","225"
"6047","20160706162089","76","02","No answer","01","570","0","215"
"6048","20160706162091","68","02","No answer","01","400","0","375"
"6049","20160706162092","62","01","Full time","01","630","0","60"
"6050","20160706162095","66","01","No answer","02","540","0","790"
"6051","20160706162097","26","01","Full time","01","325","0","439"
"6052","20160706162103","26","02","Full time","01","495","180","0"
"6053","20160706162104","58","01","No answer","02","630","0","380"
"6054","20160706162110","56","02","Full time","01","450","0","135"
"6055","20160706162111","31","02","No answer","01","635","0","270"
"6056","20160706162113","30","02","Full time","01","614","0","130"
"6057","20160706162118","85","01","No answer","02","540","0","840"
"6058","20160706162120","23","02","No answer","01","600","0","68"
"6059","20160706162122","53","02","No answer","01","645","0","325"
"6060","20160706162134","57","02","Full time","01","570","0","320"
"6061","20160706162141","35","01","Part time","01","615","0","540"
"6062","20160706162150","32","01","Full time","01","585","0","240"
"6063","20160706162153","58","02","No answer","01","265","0","235"
"6064","20160706162155","71","01","No answer","01","570","0","690"
"6065","20160706162160","85","02","No answer","02","570","0","385"
"6066","20160706162165","71","01","No answer","01","600","0","483"
"6067","20160706162171","80","02","No answer","02","768","0","428"
"6068","20160706162180","33","02","Full time","01","425","0","45"
"6069","20160706162182","50","01","Full time","01","634","0","210"
"6070","20160706162183","37","01","Full time","01","420","0","575"
"6071","20160706162188","31","01","Full time","01","410","0","215"
"6072","20160706162189","69","02","Full time","01","490","0","78"
"6073","20160706162190","46","02","Full time","01","635","0","155"
"6074","20160706162193","36","02","Full time","02","530","0","0"
"6075","20160706162194","37","02","Full time","01","570","0","45"
"6076","20160706162196","70","01","No answer","01","585","0","590"
"6077","20160706162201","55","02","No answer","01","501","0","300"
"6078","20160706162203","23","01","Full time","01","630","0","685"
"6079","20160706162207","19","02","No answer","01","360","0","270"
"6080","20160706162210","52","01","Full time","01","525","0","233"
"6081","20160706162211","44","02","No answer","02","595","0","0"
"6082","20160706162218","36","02","No answer","01","590","0","0"
"6083","20160706162222","31","02","No answer","01","442","0","190"
"6084","20160706162228","16","02","Full time","01","600","0","45"
"6085","20160706162233","60","02","No answer","01","600","0","603"
"6086","20160706162236","62","02","No answer","01","580","0","573"
"6087","20160706162239","36","02","Full time","01","540","0","90"
"6088","20160706162241","56","02","No answer","01","480","240","160"
"6089","20160706162245","78","02","No answer","01","510","0","230"
"6090","20160706162246","24","01","Full time","01","625","0","480"
"6091","20160706162247","85","02","No answer","02","520","0","400"
"6092","20160706162248","80","02","No answer","01","390","0","493"
"6093","20160706162250","55","02","Full time","01","480","0","75"
"6094","20160706162252","78","02","No answer","01","465","0","390"
"6095","20160706162260","60","02","Part time","01","540","0","0"
"6096","20160706162262","66","02","Part time","01","480","0","180"
"6097","20160706162264","54","02","Full time","01","420","0","385"
"6098","20160706162268","48","01","Full time","01","590","0","465"
"6099","20160706162270","31","01","No answer","01","470","0","350"
"6100","20160706162274","55","02","Full time","01","331","0","382"
"6101","20160706162276","74","02","No answer","01","390","0","360"
"6102","20160706162280","42","02","Full time","01","525","90","15"
"6103","20160706162285","16","01","No answer","01","570","0","525"
"6104","20160706162286","45","02","Full time","01","1350","0","60"
"6105","20160706162288","55","01","Full time","01","658","0","300"
"6106","20160706162292","54","02","Full time","01","440","0","298"
"6107","20160706162297","50","02","No answer","01","650","0","120"
"6108","20160706162300","46","02","Part time","01","360","0","3"
"6109","20160706162302","37","02","Full time","01","480","0","417"
"6110","20160706162303","59","02","No answer","01","480","0","605"
"6111","20160706162305","47","02","Full time","01","585","0","20"
"6112","20160706162307","80","02","No answer","01","560","0","685"
"6113","20160706162308","25","01","Full time","01","362","0","225"
"6114","20160706162315","21","01","Full time","01","720","0","450"
"6115","20160706162318","27","02","Part time","01","780","0","284"
"6116","20160706162319","75","02","No answer","02","620","0","290"
"6117","20160706162320","59","02","Part time","01","540","0","510"
"6118","20160706162323","24","01","Full time","01","390","0","235"
"6119","20160706162324","39","02","Full time","01","510","0","65"
"6120","20160706162325","52","02","Part time","01","510","0","310"
"6121","20160706162328","23","02","Full time","02","420","0","345"
"6122","20160706162330","62","01","Full time","01","480","0","120"
"6123","20160706162332","51","02","Full time","01","660","0","250"
"6124","20160706162333","29","01","No answer","01","186","0","415"
"6125","20160706162336","19","02","Full time","01","479","0","535"
"6126","20160706162338","43","02","Full time","01","540","0","90"
"6127","20160706162345","68","01","No answer","01","555","0","275"
"6128","20160706162346","39","01","Full time","01","520","0","10"
"6129","20160706162352","49","02","No answer","01","630","0","407"
"6130","20160706162362","57","02","Full time","01","180","0","818"
"6131","20160706162368","74","02","No answer","01","390","0","773"
"6132","20160706162375","57","02","Full time","01","460","0","175"
"6133","20160706162379","65","02","No answer","01","480","0","270"
"6134","20160706162380","74","02","No answer","02","514","0","418"
"6135","20160706162381","43","01","Full time","01","463","0","160"
"6136","20160706162382","46","02","Part time","01","510","0","149"
"6137","20160706162385","54","01","No answer","02","390","0","775"
"6138","20160706162390","48","01","Full time","01","419","0","65"
"6139","20160706162392","23","01","No answer","01","630","0","180"
"6140","20160706162398","64","02","Full time","01","620","0","230"
"6141","20160706162402","75","02","No answer","02","600","0","507"
"6142","20160706162404","28","01","Full time","01","630","0","495"
"6143","20160706162406","71","02","No answer","01","450","0","545"
"6144","20160706162414","61","01","Full time","01","610","0","210"
"6145","20160706162419","29","02","Part time","01","685","0","245"
"6146","20160706162420","22","01","No answer","01","420","505","380"
"6147","20160706162422","54","01","Full time","01","540","0","30"
"6148","20160706162423","43","01","No answer","01","520","0","660"
"6149","20160706162425","31","01","Full time","01","455","0","185"
"6150","20160706162427","37","01","Full time","01","710","0","490"
"6151","20160706162428","54","02","No answer","01","600","0","295"
"6152","20160706162429","37","01","Full time","01","400","0","160"
"6153","20160706162434","51","01","Full time","01","660","0","420"
"6154","20160706162442","17","01","Full time","01","505","0","0"
"6155","20160706162448","62","02","No answer","02","230","0","335"
"6156","20160706162452","52","01","Full time","01","525","0","0"
"6157","20160706162459","64","01","No answer","02","450","0","305"
"6158","20160706162462","24","02","Part time","01","405","0","45"
"6159","20160706162465","37","02","Full time","01","510","0","56"
"6160","20160706162467","40","02","No answer","01","408","0","300"
"6161","20160706162469","49","01","Full time","01","690","0","715"
"6162","20160706162470","31","01","Full time","01","660","0","90"
"6163","20160706162471","33","01","Full time","01","705","0","275"
"6164","20160706162475","55","02","No answer","01","505","0","85"
"6165","20160706162478","32","02","Full time","01","595","0","295"
"6166","20160706162481","47","02","Full time","01","570","0","165"
"6167","20160706162486","50","01","Full time","01","704","0","165"
"6168","20160706162492","43","02","No answer","02","390","0","561"
"6169","20160706162496","66","01","No answer","02","600","0","720"
"6170","20160706162502","40","01","Full time","01","300","0","60"
"6171","20160706162508","44","01","Full time","01","330","0","130"
"6172","20160706162521","85","01","No answer","01","450","0","330"
"6173","20160706162523","17","01","Part time","01","654","0","528"
"6174","20160706162529","21","01","Full time","01","260","0","0"
"6175","20160706162531","46","01","Full time","01","290","0","229"
"6176","20160706162537","34","01","No answer","01","658","0","780"
"6177","20160707160013","45","02","Part time","01","525","0","257"
"6178","20160707160027","58","02","Full time","01","605","0","230"
"6179","20160707160039","46","01","No answer","01","720","0","660"
"6180","20160707160050","46","01","Full time","01","445","0","45"
"6181","20160707160054","58","01","No answer","01","690","0","610"
"6182","20160707160069","75","02","No answer","02","480","0","400"
"6183","20160707160125","23","02","No answer","01","545","0","215"
"6184","20160707160507","80","01","No answer","01","547","0","390"
"6185","20160707160519","57","01","Part time","02","420","0","88"
"6186","20160707160521","69","02","No answer","01","480","0","135"
"6187","20160707160532","17","01","No answer","01","540","405","307"
"6188","20160707160549","37","02","Full time","01","510","0","130"
"6189","20160707160565","78","01","No answer","01","645","0","435"
"6190","20160707160572","67","01","Full time","01","540","0","155"
"6191","20160707160574","80","01","No answer","02","450","0","847"
"6192","20160707160600","72","02","Part time","01","427","0","637"
"6193","20160707160607","38","02","Part time","01","510","0","235"
"6194","20160707160611","62","02","No answer","01","730","0","125"
"6195","20160707160633","40","01","Full time","01","515","0","98"
"6196","20160707160662","65","01","No answer","02","510","0","205"
"6197","20160707160675","33","02","Full time","01","673","0","0"
"6198","20160707160685","55","01","Full time","01","561","0","420"
"6199","20160707160706","40","02","Part time","01","340","0","375"
"6200","20160707160708","67","01","Part time","01","435","0","240"
"6201","20160707160714","40","02","Full time","01","425","0","260"
"6202","20160707160732","56","02","Full time","01","630","0","120"
"6203","20160707160744","26","02","Part time","01","401","0","220"
"6204","20160707160752","40","02","No answer","01","588","0","158"
"6205","20160707160769","48","02","Full time","01","568","0","215"
"6206","20160707160788","59","02","Full time","01","397","0","175"
"6207","20160707160793","67","02","No answer","01","555","0","480"
"6208","20160707160812","44","01","Full time","01","420","0","135"
"6209","20160707160829","40","01","Full time","01","520","0","110"
"6210","20160707160838","31","01","Full time","01","630","0","40"
"6211","20160707160862","70","01","No answer","01","610","0","347"
"6212","20160707160865","57","02","No answer","02","570","0","565"
"6213","20160707160889","40","01","Full time","01","810","0","180"
"6214","20160707160895","85","02","No answer","02","345","0","726"
"6215","20160707160923","64","01","No answer","01","549","0","795"
"6216","20160707160924","55","02","Full time","01","578","0","518"
"6217","20160707160930","62","01","Full time","01","520","0","620"
"6218","20160707160931","40","02","Part time","01","360","0","60"
"6219","20160707160951","72","02","No answer","02","705","0","270"
"6220","20160707160957","69","01","No answer","02","550","0","375"
"6221","20160707160986","51","01","No answer","01","555","0","395"
"6222","20160707160991","43","01","Full time","01","565","0","360"
"6223","20160707161000","18","02","No answer","01","585","40","205"
"6224","20160707161006","71","02","No answer","01","375","0","255"
"6225","20160707161020","49","01","Full time","01","565","0","335"
"6226","20160707161025","43","01","Full time","01","498","0","120"
"6227","20160707161033","25","01","Full time","01","395","0","240"
"6228","20160707161036","80","02","Part time","01","570","0","296"
"6229","20160707161088","30","02","No answer","01","415","0","435"
"6230","20160707161091","71","01","No answer","02","600","0","669"
"6231","20160707161097","35","01","Full time","01","500","0","65"
"6232","20160707161105","65","01","No answer","01","630","0","300"
"6233","20160707161123","36","01","Full time","01","420","0","45"
"6234","20160707161143","60","02","No answer","01","575","0","195"
"6235","20160707161161","27","02","Full time","01","670","0","435"
"6236","20160707161163","74","02","No answer","01","480","0","125"
"6237","20160707161166","59","02","No answer","02","600","0","630"
"6238","20160707161180","85","01","No answer","02","550","0","840"
"6239","20160707161198","60","01","Full time","01","480","0","265"
"6240","20160707161199","85","02","No answer","02","390","0","470"
"6241","20160707161213","21","02","Part time","01","420","0","160"
"6242","20160707161216","62","01","Part time","01","485","0","210"
"6243","20160707161230","39","01","Full time","01","810","0","555"
"6244","20160707161234","67","02","Part time","01","510","0","328"
"6245","20160707161258","58","01","Full time","02","645","0","390"
"6246","20160707161274","23","02","Full time","01","542","0","380"
"6247","20160707161298","17","01","Full time","01","298","0","375"
"6248","20160707161329","40","02","No answer","01","585","0","0"
"6249","20160707161357","33","01","Full time","01","600","0","190"
"6250","20160707161364","16","01","No answer","01","484","0","333"
"6251","20160707161377","32","02","Full time","01","570","0","180"
"6252","20160707161384","72","01","Part time","01","607","0","155"
"6253","20160707161388","80","01","No answer","01","690","0","310"
"6254","20160707161405","39","02","Full time","01","505","0","180"
"6255","20160707161431","35","02","Full time","01","630","0","120"
"6256","20160707161436","78","01","No answer","01","528","0","113"
"6257","20160707161438","67","02","No answer","02","540","0","725"
"6258","20160707161439","80","01","No answer","02","510","0","540"
"6259","20160707161450","40","02","Full time","01","540","0","335"
"6260","20160707161464","55","02","No answer","02","485","0","505"
"6261","20160707161465","32","01","Full time","01","595","0","720"
"6262","20160707161476","24","02","Full time","01","690","0","120"
